BveTs Vehicle Performance Table 2.01:utf-8
0,56.364,80.606,100.000
1,56.364,80.606,100.000
2,56.364,80.606,100.000
3,56.364,80.606,100.000
4,56.364,80.606,100.000
5,56.364,80.606,100.000
6,56.364,80.606,100.000
7,56.364,80.606,100.000
8,56.364,80.606,100.000
9,56.364,80.606,100.000
10,56.364,80.606,100.000
11,50.053,80.606,100.000
12,45.253,80.606,100.000
13,41.517,80.606,100.000
14,38.553,80.606,100.000
15,36.162,80.606,100.000
16,34.205,80.606,100.000
17,32.583,80.606,100.000
18,31.223,80.606,100.000
19,30.073,80.606,100.000
20,29.091,80.606,100.000
21,28.246,74.971,100.000
22,27.513,70.088,100.000
23,26.874,65.827,100.000
24,26.313,62.088,100.000
25,25.818,58.788,100.000
26,25.379,55.862,100.000
27,24.988,53.254,100.000
28,24.638,50.921,100.000
29,24.324,48.826,100.000
30,24.040,46.936,100.000
31,23.784,45.226,100.000
32,23.551,43.674,100.000
33,23.339,42.261,100.000
34,23.146,40.971,100.000
35,22.968,39.790,100.000
36,22.886,39.240,100.000
37,22.808,38.720,100.000
38,22.734,38.227,100.000
39,22.664,37.760,100.000
40,22.597,37.316,100.000
41,22.534,36.894,100.000
42,22.474,36.491,100.000
43,22.416,36.108,100.000
44,22.361,35.742,100.000
45,22.309,35.392,100.000
46,22.259,35.057,100.000
47,22.211,34.737,100.000
48,22.165,34.430,100.000
49,22.120,34.136,100.000
50,22.078,33.853,100.000
51,22.037,33.581,98.431
52,21.998,33.320,96.923
53,21.960,33.069,95.472
54,21.924,32.827,94.074
55,21.889,32.593,92.727
56,21.855,32.369,91.429
57,21.823,32.152,90.175
58,21.791,31.942,88.966
59,21.761,31.740,87.797
60,21.732,31.544,86.667
61,21.703,31.355,85.574
62,21.676,31.172,84.516
63,21.649,30.994,83.492
64,21.623,30.823,82.500
65,21.598,30.656,81.538
66,21.574,30.495,80.606
67,21.551,30.338,79.701
68,21.528,30.186,78.824
69,21.506,30.038,77.971
70,21.484,29.895,77.143
71,21.463,29.756,76.338
72,21.443,29.620,75.556
73,21.423,29.488,74.795
74,21.404,29.360,74.054
75,21.385,29.235,73.333
76,21.367,29.114,72.632
77,21.349,28.995,71.948
78,21.332,28.880,71.282
79,21.315,28.768,70.633
80,21.299,28.658,70.000
