BveTs Vehicle Performance Table 2.01:utf-8
0,15583.333,23375.000,25712.500
1,15583.333,23375.000,25712.500
2,15583.333,23375.000,25712.500
3,15583.333,23375.000,25712.500
4,15583.333,23375.000,25712.500
5,15583.333,23375.000,25712.500
6,15583.333,23375.000,25712.500
7,15583.333,23375.000,25712.500
8,13696.289,23375.000,25712.500
9,10821.759,23375.000,25712.500
10,8765.625,23375.000,25712.500
11,7244.318,23375.000,25712.500
12,6087.240,23375.000,25712.500
13,5186.760,23375.000,25712.500
14,4472.258,23375.000,25712.500
15,3895.833,23375.000,25712.500
16,3424.072,23375.000,25712.500
17,3033.088,23375.000,25712.500
18,2705.440,23375.000,25712.500
19,2428.151,23375.000,25712.500
20,2191.406,23375.000,25712.500
21,1987.670,21201.814,25712.500
22,1811.080,19318.182,25712.500
23,1657.018,17674.858,25712.500
24,1521.810,16232.639,25712.500
25,1402.500,14960.000,25712.500
26,1296.690,13831.361,25712.500
27,1202.418,12825.789,25712.500
28,1118.064,11926.020,25712.500
29,1042.286,11117.717,25712.500
30,973.958,10388.889,25712.500
31,912.136,9729.448,24883.065
32,856.018,9130.859,24105.469
33,804.924,8585.859,23375.000
34,758.272,8088.235,22687.500
35,715.561,7632.653,22039.286
36,676.360,7214.506,21427.083
37,640.294,6829.803,20847.973
38,607.038,6475.069,20299.342
39,576.307,6147.272,19778.846
40,547.852,5843.750,19284.375
41,521.453,5562.165,18814.024
42,496.918,5300.454,18366.071
43,474.074,5056.787,17938.953
44,452.770,4829.545,17531.250
45,432.870,4617.284,17141.667
46,414.254,4418.715,16769.022
47,396.814,4232.684,16412.234
48,380.452,4058.160,16070.313
49,365.082,3894.211,15742.347
50,350.625,3740.000,15427.500
51,337.010,3594.771,14838.700
52,324.173,3457.840,14331.432
53,312.055,3328.587,13849.738
54,300.604,3206.447,13391.927
55,289.773,3090.909,12956.447
56,279.516,2981.505,12541.867
57,269.795,2877.809,12146.873
58,260.571,2779.429,11770.248
59,251.813,2686.010,11410.873
60,243.490,2597.222,11067.708
61,235.572,2512.765,10739.794
62,228.034,2432.362,10426.241
63,220.852,2355.757,10126.221
64,214.005,2282.715,9838.967
65,207.470,2213.018,9563.765
66,201.231,2146.465,9299.949
67,195.269,2082.869,9046.901
68,189.568,2022.059,8804.043
69,184.113,1963.873,8570.833
70,178.890,1908.163,8346.769
71,173.887,1854.791,8131.378
72,169.090,1803.627,7924.217
73,164.489,1754.551,7724.874
74,160.074,1707.451,7532.959
75,155.833,1662.222,7348.108
76,151.759,1618.767,7169.979
77,147.843,1576.994,6998.249
78,144.077,1536.818,6832.616
79,140.452,1498.157,6672.794
80,136.963,1460.938,6518.515
