BveTs Vehicle Performance Table 2.01:utf-8
0,31.429,42.857,54.286,65.714,82.857,100.000
1,31.429,42.857,54.286,65.714,82.857,100.000
2,31.429,42.857,54.286,65.714,82.857,100.000
3,31.429,42.857,54.286,65.714,82.857,100.000
4,31.429,42.857,54.286,65.714,82.857,100.000
5,31.429,42.857,54.286,65.714,82.857,100.000
6,31.429,42.857,54.286,65.714,82.857,100.000
7,31.429,42.857,54.286,65.714,82.857,100.000
8,31.429,42.857,54.286,65.714,82.857,100.000
9,31.429,42.857,54.286,65.714,82.857,100.000
10,31.429,42.857,54.286,65.714,82.857,100.000
11,31.429,42.857,54.286,65.714,82.857,100.000
12,31.429,42.857,54.286,65.714,82.857,100.000
13,31.429,42.857,54.286,65.714,82.857,100.000
14,31.429,42.857,54.286,65.714,82.857,100.000
15,31.429,42.857,54.286,65.714,82.857,100.000
16,31.429,42.857,54.286,65.714,82.857,100.000
17,31.429,42.857,54.286,65.714,82.857,100.000
18,31.429,42.857,54.286,65.714,82.857,100.000
19,31.429,42.857,54.286,65.714,82.857,100.000
20,31.429,42.857,54.286,65.714,82.857,100.000
21,31.429,42.857,54.286,65.714,82.857,100.000
22,31.429,42.857,54.286,65.714,82.857,100.000
23,31.429,42.857,54.286,65.714,82.857,100.000
24,31.429,42.857,54.286,65.714,82.857,100.000
25,31.429,42.857,54.286,65.714,82.857,100.000
26,31.429,42.857,54.286,65.714,82.857,100.000
27,31.429,42.857,54.286,65.714,82.857,100.000
28,31.429,42.857,54.286,65.714,82.857,100.000
29,31.429,42.857,54.286,65.714,82.857,100.000
30,31.429,42.857,54.286,65.714,82.857,100.000
31,31.429,42.857,54.286,65.714,82.857,100.000
32,31.429,42.857,54.286,65.714,82.857,100.000
33,31.429,42.857,54.286,65.714,82.857,100.000
34,31.429,42.857,54.286,65.714,82.857,100.000
35,31.429,42.857,54.286,65.714,82.857,100.000
36,31.429,42.857,54.286,65.714,82.857,100.000
37,31.429,42.857,54.286,65.714,82.857,100.000
38,31.429,42.857,54.286,65.714,82.857,100.000
39,31.429,42.857,54.286,65.714,82.857,100.000
40,31.429,42.857,54.286,65.714,82.857,100.000
41,31.429,42.857,54.286,65.714,82.857,100.000
42,31.429,42.857,54.286,65.714,82.857,100.000
43,31.429,42.857,54.286,65.714,82.857,100.000
44,31.429,42.857,54.286,65.714,82.857,100.000
45,31.429,42.857,54.286,65.714,82.857,100.000
46,31.429,42.857,54.286,65.714,82.857,100.000
47,31.429,42.857,54.286,65.714,82.857,100.000
48,31.429,42.857,54.286,65.714,82.857,100.000
49,31.429,42.857,54.286,65.714,82.857,100.000
50,31.429,42.857,54.286,65.714,82.857,100.000
51,31.204,42.409,53.613,64.818,81.625,98.431
52,30.989,41.978,52.967,63.956,80.440,96.923
53,30.782,41.563,52.345,63.127,79.299,95.472
54,30.582,41.164,51.746,62.328,78.201,94.074
55,30.390,40.779,51.169,61.558,77.143,92.727
56,30.204,40.408,50.612,60.816,76.122,91.429
57,30.025,40.050,50.075,60.100,75.138,90.175
58,29.852,39.704,49.557,59.409,74.187,88.966
59,29.685,39.370,49.056,58.741,73.269,87.797
60,29.524,39.048,48.571,58.095,72.381,86.667
61,29.368,38.735,48.103,57.471,71.522,85.574
62,29.217,38.433,47.650,56.866,70.691,84.516
63,29.070,38.141,47.211,56.281,69.887,83.492
64,28.929,37.857,46.786,55.714,69.107,82.500
65,28.791,37.582,46.374,55.165,68.352,81.538
66,28.658,37.316,45.974,54.632,67.619,80.606
67,28.529,37.058,45.586,54.115,66.908,79.701
68,28.403,36.807,45.210,53.613,66.218,78.824
69,28.282,36.563,44.845,53.126,65.549,77.971
70,28.163,36.327,44.490,52.653,64.898,77.143
71,28.048,36.097,44.145,52.193,64.266,76.338
72,27.937,35.873,43.810,51.746,63.651,75.556
73,27.828,35.656,43.483,51.311,63.053,74.795
74,27.722,35.444,43.166,50.888,62.471,74.054
75,27.619,35.238,42.857,50.476,61.905,73.333
76,27.519,35.038,42.556,50.075,61.353,72.632
77,27.421,34.842,42.263,49.685,60.816,71.948
78,27.326,34.652,41.978,49.304,60.293,71.282
79,27.233,34.467,41.700,48.933,59.783,70.633
80,27.143,34.286,41.429,48.571,59.286,70.000
