BveTs Vehicle Performance Table 2.01:utf-8
0,13761.458,22935.764,30275.208
1,13761.458,22935.764,30275.208
2,13761.458,22935.764,30275.208
3,13761.458,22935.764,30275.208
4,13761.458,22935.764,30275.208
5,13761.458,22935.764,30275.208
6,13761.458,22935.764,30275.208
7,13761.458,22935.764,30275.208
8,13761.458,22935.764,30275.208
9,13761.458,22935.764,30275.208
10,13761.458,22935.764,30275.208
11,11373.106,22935.764,30275.208
12,9556.568,22935.764,30275.208
13,8142.875,22935.764,30275.208
14,7021.152,22935.764,30275.208
15,6116.204,22935.764,30275.208
16,5375.570,22935.764,30275.208
17,4761.750,22935.764,30275.208
18,4247.364,22935.764,30275.208
19,3812.038,22935.764,30275.208
20,3440.365,22935.764,30275.208
21,3120.512,20803.414,30275.208
22,2843.277,18955.177,30275.208
23,2601.410,17342.733,30275.208
24,2389.142,15927.614,30275.208
25,2201.833,14678.889,30275.208
26,2035.719,13571.458,30275.208
27,1887.717,12584.781,30275.208
28,1755.288,11701.920,30275.208
29,1636.321,10908.806,30275.208
30,1529.051,10193.673,30275.208
31,1431.994,9546.624,30275.208
32,1343.892,8959.283,30275.208
33,1263.678,8424.523,30275.208
34,1190.438,7936.250,30275.208
35,1123.384,7489.229,30275.208
36,1061.841,7078.939,29434.230
37,1005.220,6701.465,28638.711
38,953.010,6353.397,27885.060
39,904.764,6031.759,27170.059
40,860.091,5733.941,26490.807
41,818.647,5457.648,25844.690
42,780.128,5200.853,25229.340
43,744.265,4961.766,24642.611
44,710.819,4738.794,24082.552
45,679.578,4530.521,23547.384
46,650.352,4335.683,23035.485
47,622.972,4153.149,22545.368
48,597.286,3981.903,22075.673
49,573.155,3821.035,21625.149
50,550.458,3669.722,21192.646
51,529.083,3527.222,20369.710
52,508.930,3392.864,19593.792
53,489.906,3266.040,18861.379
54,471.929,3146.195,18169.278
55,454.924,3032.828,17514.583
56,438.822,2925.480,16894.648
57,423.560,2823.732,16307.053
58,409.080,2727.201,15749.588
59,395.331,2635.537,15220.228
60,382.263,2548.418,14717.115
61,369.832,2465.548,14238.542
62,357.998,2386.656,13782.938
63,346.724,2311.490,13348.857
64,335.973,2239.821,12934.964
65,325.715,2171.433,12540.027
66,315.920,2106.131,12162.905
67,306.560,2043.730,11802.543
68,297.609,1984.063,11457.962
69,289.046,1926.970,11128.253
70,280.846,1872.307,10812.574
71,272.991,1819.938,10510.140
72,265.460,1769.735,10220.219
73,258.237,1721.581,9942.131
74,251.305,1675.366,9675.240
75,244.648,1630.988,9418.954
76,238.252,1588.349,9172.717
77,232.104,1547.361,8936.012
78,226.191,1507.940,8708.352
79,220.501,1470.006,8489.283
80,215.023,1433.485,8278.377
