BveTs Vehicle Performance Table 2.01:utf-8
0,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
1,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
2,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
3,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
4,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
5,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
6,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
7,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
8,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
9,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
10,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
11,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
12,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
13,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
14,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
15,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
16,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
17,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
18,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
19,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
20,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
21,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
22,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
23,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
24,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
25,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
26,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
27,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
28,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
29,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
30,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
31,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
32,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
33,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
34,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
35,4587.153,9174.306,13761.458,18348.611,25229.340,32110.069
36,4459.732,8919.464,13379.196,17838.927,24528.525,31218.123
37,4339.199,8678.397,13017.596,17356.794,23865.592,30374.390
38,4225.009,8450.018,12675.027,16900.037,23237.550,29575.064
39,4116.676,8233.351,12350.027,16466.702,22641.716,28816.729
40,4013.759,8027.517,12041.276,16055.035,22075.673,28096.311
41,3915.862,7831.724,11747.586,15663.449,21537.242,27411.035
42,3822.627,7645.255,11467.882,15290.509,21024.450,26758.391
43,3733.729,7467.458,11201.187,14934.916,20535.510,26136.103
44,3648.872,7297.743,10946.615,14595.486,20068.793,25542.101
45,3567.785,7135.571,10703.356,14271.142,19622.820,24974.498
46,3490.225,6980.450,10470.675,13960.900,19196.237,24431.575
47,3415.965,6831.930,10247.895,13663.859,18787.807,23911.754
48,3344.799,6689.598,10034.397,13379.196,18396.394,23413.592
49,3276.538,6553.075,9829.613,13106.151,18020.957,22935.764
50,3211.007,6422.014,9633.021,12844.028,17660.538,22477.049
51,3086.320,6172.639,9258.959,12345.279,16974.758,21604.237
52,2968.756,5937.513,8906.269,11875.026,16328.160,20781.295
53,2857.785,5715.569,8573.354,11431.139,15717.816,20004.493
54,2752.921,5505.842,8258.763,11011.684,15141.065,19270.446
55,2653.725,5307.449,7961.174,10614.899,14595.486,18576.073
56,2559.795,5119.590,7679.385,10239.180,14078.873,17918.566
57,2470.766,4941.531,7412.297,9883.062,13589.211,17295.359
58,2386.301,4772.602,7158.904,9545.205,13124.657,16704.109
59,2306.095,4612.190,6918.286,9224.381,12683.524,16142.666
60,2229.866,4459.732,6689.598,8919.464,12264.263,15609.062
61,2157.355,4314.710,6472.065,8629.419,11865.452,15101.484
62,2088.324,4176.648,6264.972,8353.296,11485.782,14618.268
63,2022.554,4045.108,6067.662,8090.217,11124.048,14157.879
64,1959.843,3919.686,5879.529,7839.372,10779.137,13718.902
65,1900.004,3800.008,5700.012,7600.016,10450.023,13300.029
66,1842.864,3685.729,5528.593,7371.458,10135.754,12900.051
67,1788.264,3576.528,5364.792,7153.056,9835.452,12517.848
68,1736.055,3472.110,5208.164,6944.219,9548.301,12152.384
69,1686.099,3372.198,5058.297,6744.396,9273.545,11802.693
70,1638.269,3276.538,4914.807,6553.075,9010.479,11467.882
71,1592.445,3184.891,4777.336,6369.782,8758.450,11147.118
72,1548.518,3097.036,4645.554,6194.072,8516.849,10839.626
73,1506.383,3012.767,4519.150,6025.534,8285.109,10544.684
74,1465.945,2931.891,4397.836,5863.782,8062.700,10261.618
75,1427.114,2854.228,4281.343,5708.457,7849.128,9989.799
76,1389.806,2779.611,4169.417,5559.223,7643.931,9728.639
77,1353.941,2707.882,4061.824,5415.765,7446.677,9477.588
78,1319.447,2638.895,3958.342,5277.789,7256.960,9236.131
79,1286.255,2572.510,3858.765,5145.020,7074.402,9003.785
80,1254.300,2508.599,3762.899,5017.198,6898.648,8780.097
